id,kode_provinsi,nama_provinsi,kode_bulan,nama_bulan,tingkat_pengangguran_terbuka,satuan,tahun
373,94,PAPUA,2,FEBRUARI,5.81,PERSEN,2024
374,94,PAPUA,8,AGUSTUS,6.48,PERSEN,2024
375,95,PAPUA SELATAN,2,FEBRUARI,4.75,PERSEN,2024
376,95,PAPUA SELATAN,8,AGUSTUS,4.05,PERSEN,2024
377,96,PAPUA TENGAH,2,FEBRUARI,2.49,PERSEN,2024
378,96,PAPUA TENGAH,8,AGUSTUS,2.75,PERSEN,2024
379,97,PAPUA PEGUNUNGAN,2,FEBRUARI,1.18,PERSEN,2024
380,97,PAPUA PEGUNUNGAN,8,AGUSTUS,1.32,PERSEN,2024
381,11,ACEH,2,FEBRUARI,5.5,PERSEN,2025
382,11,ACEH,8,AGUSTUS,,PERSEN,2025
383,12,SUMATERA UTARA,2,FEBRUARI,5.05,PERSEN,2025
384,12,SUMATERA UTARA,8,AGUSTUS,,PERSEN,2025
385,13,SUMATERA BARAT,2,FEBRUARI,5.69,PERSEN,2025
386,13,SUMATERA BARAT,8,AGUSTUS,,PERSEN,2025
387,14,RIAU,2,FEBRUARI,4.12,PERSEN,2025
388,14,RIAU,8,AGUSTUS,,PERSEN,2025
389,15,JAMBI,2,FEBRUARI,4.48,PERSEN,2025
390,15,JAMBI,8,AGUSTUS,,PERSEN,2025
391,16,SUMATERA SELATAN,2,FEBRUARI,3.89,PERSEN,2025
392,16,SUMATERA SELATAN,8,AGUSTUS,,PERSEN,2025
393,17,BENGKULU,2,FEBRUARI,3.24,PERSEN,2025
394,17,BENGKULU,8,AGUSTUS,,PERSEN,2025
395,18,LAMPUNG,2,FEBRUARI,4.07,PERSEN,2025
396,18,LAMPUNG,8,AGUSTUS,,PERSEN,2025
397,19,KEP. BANGKA BELITUNG,2,FEBRUARI,4.17,PERSEN,2025
398,19,KEP. BANGKA BELITUNG,8,AGUSTUS,,PERSEN,2025
399,21,KEP. RIAU,2,FEBRUARI,6.89,PERSEN,2025
400,21,KEP. RIAU,8,AGUSTUS,,PERSEN,2025
401,31,DKI JAKARTA,2,FEBRUARI,6.18,PERSEN,2025
402,31,DKI JAKARTA,8,AGUSTUS,,PERSEN,2025
403,32,JAWA BARAT,2,FEBRUARI,6.74,PERSEN,2025
404,32,JAWA BARAT,8,AGUSTUS,,PERSEN,2025
405,33,JAWA TENGAH,2,FEBRUARI,4.33,PERSEN,2025
406,33,JAWA TENGAH,8,AGUSTUS,,PERSEN,2025
407,34,DI YOGYAKARTA,2,FEBRUARI,3.18,PERSEN,2025
408,34,DI YOGYAKARTA,8,AGUSTUS,,PERSEN,2025
409,35,JAWA TIMUR,2,FEBRUARI,3.61,PERSEN,2025
410,35,JAWA TIMUR,8,AGUSTUS,,PERSEN,2025
411,36,BANTEN,2,FEBRUARI,6.64,PERSEN,2025
412,36,BANTEN,8,AGUSTUS,,PERSEN,2025
413,51,BALI,2,FEBRUARI,1.58,PERSEN,2025
414,51,BALI,8,AGUSTUS,,PERSEN,2025
415,52,NUSA TENGGARA BARAT,2,FEBRUARI,3.22,PERSEN,2025
416,52,NUSA TENGGARA BARAT,8,AGUSTUS,,PERSEN,2025
417,53,NUSA TENGGARA TIMUR,2,FEBRUARI,3.23,PERSEN,2025
418,53,NUSA TENGGARA TIMUR,8,AGUSTUS,,PERSEN,2025
419,61,KALIMANTAN BARAT,2,FEBRUARI,4.23,PERSEN,2025
420,61,KALIMANTAN BARAT,8,AGUSTUS,,PERSEN,2025
421,62,KALIMANTAN TENGAH,2,FEBRUARI,3.47,PERSEN,2025
422,62,KALIMANTAN TENGAH,8,AGUSTUS,,PERSEN,2025
423,63,KALIMANTAN SELATAN,2,FEBRUARI,3.94,PERSEN,2025
424,63,KALIMANTAN SELATAN,8,AGUSTUS,,PERSEN,2025
425,64,KALIMANTAN TIMUR,2,FEBRUARI,5.33,PERSEN,2025
426,64,KALIMANTAN TIMUR,8,AGUSTUS,,PERSEN,2025
427,65,KALIMANTAN UTARA,2,FEBRUARI,3.9,PERSEN,2025
428,65,KALIMANTAN UTARA,8,AGUSTUS,,PERSEN,2025
429,71,SULAWESI UTARA,2,FEBRUARI,6.03,PERSEN,2025
430,71,SULAWESI UTARA,8,AGUSTUS,,PERSEN,2025
431,72,SULAWESI TENGAH,2,FEBRUARI,3.02,PERSEN,2025
432,72,SULAWESI TENGAH,8,AGUSTUS,,PERSEN,2025
433,73,SULAWESI SELATAN,2,FEBRUARI,4.96,PERSEN,2025
434,73,SULAWESI SELATAN,8,AGUSTUS,,PERSEN,2025
435,74,SULAWESI TENGGARA,2,FEBRUARI,3.27,PERSEN,2025
436,74,SULAWESI TENGGARA,8,AGUSTUS,,PERSEN,2025
437,75,GORONTALO,2,FEBRUARI,3.12,PERSEN,2025
438,75,GORONTALO,8,AGUSTUS,,PERSEN,2025
439,76,SULAWESI BARAT,2,FEBRUARI,3.17,PERSEN,2025
440,76,SULAWESI BARAT,8,AGUSTUS,,PERSEN,2025
441,81,MALUKU,2,FEBRUARI,5.95,PERSEN,2025
442,81,MALUKU,8,AGUSTUS,,PERSEN,2025
443,82,MALUKU UTARA,2,FEBRUARI,4.26,PERSEN,2025
444,82,MALUKU UTARA,8,AGUSTUS,,PERSEN,2025
445,91,PAPUA BARAT,2,FEBRUARI,4.21,PERSEN,2025
446,91,PAPUA BARAT,8,AGUSTUS,,PERSEN,2025
447,92,PAPUA BARAT DAYA,2,FEBRUARI,6.61,PERSEN,2025
448,92,PAPUA BARAT DAYA,8,AGUSTUS,,PERSEN,2025
449,94,PAPUA,2,FEBRUARI,6.92,PERSEN,2025
450,94,PAPUA,8,AGUSTUS,,PERSEN,2025
451,95,PAPUA SELATAN,2,FEBRUARI,4.9,PERSEN,2025
452,95,PAPUA SELATAN,8,AGUSTUS,,PERSEN,2025
453,96,PAPUA TENGAH,2,FEBRUARI,3.55,PERSEN,2025
454,96,PAPUA TENGAH,8,AGUSTUS,,PERSEN,2025
455,97,PAPUA PEGUNUNGAN,2,FEBRUARI,1.68,PERSEN,2025
456,97,PAPUA PEGUNUNGAN,8,AGUSTUS,,PERSEN,2025
